0	0.6064881682	0.3880296350	-0.0019308344	0.0018597858
1	0.5959306955	0.3964711428	-0.0046317447	0.0012937498
2	0.5879257917	0.4113355577	-0.0025007480	0.0006005763
3	0.5879054070	0.4076528549	-0.0039645699	0.0007436833
4	0.5902577043	0.4040838480	-0.0047103101	0.0009283675
5	0.5915546417	0.4017832875	-0.0044677495	0.0010536467
6	0.5962823033	0.3952306807	-0.0047464790	0.0014180924
7	0.6026427150	0.3875665367	-0.0059285867	0.0019299958
8	0.6066349745	0.3860095441	-0.0031325223	0.0020823916
9	0.6122035980	0.3764624894	-0.0047092130	0.0028013531
10	0.6217571497	0.3629356623	-0.0051003224	0.0040495098
11	0.6261263490	0.3587791920	-0.0040600118	0.0046213022
12	0.6334480047	0.3548526764	-0.0011217822	0.0051111081
13	0.6403784156	0.3434628248	-0.0027632564	0.0065815747
14	0.6480111480	0.3340617120	-0.0012903333	0.0076312972
15	0.6528205872	0.3186404705	-0.0061338884	0.0097991070
16	0.6575533152	0.3104850948	-0.0074734469	0.0110437348
17	0.6694424152	0.2993308902	-0.0053121061	0.0130183557
18	0.6773953438	0.2828485370	-0.0089745559	0.0161299333
19	0.6845555902	0.2698346674	-0.0107729193	0.0183729548
20	0.6894658208	0.2552096546	-0.0143498797	0.0211426783
21	0.6949704289	0.2419812530	-0.0163678452	0.0235169455
22	0.7069234848	0.2266691625	-0.0165234748	0.0266531389
23	0.7180353403	0.2194685042	-0.0130291963	0.0283313058
24	0.7291534543	0.2095959932	-0.0113349585	0.0304567404
25	0.7401177883	0.1997672915	-0.0078818863	0.0323496908
26	0.7507779002	0.1899054199	-0.0045318967	0.0341912359
27	0.7679408193	0.1690365970	-0.0023178961	0.0380815007
28	0.7783595920	0.1496208459	-0.0033049420	0.0412659571
29	0.8077933192	0.1135804057	0.0006557193	0.0473047718
30	0.8725945950	0.0801228583	0.0357702933	0.0527738631
31	0.9286878705	0.0503392480	0.0733577609	0.0539679751
