0	0.6096805334	0.3896216452	0.0026460297	0.0019706707
1	0.5993661880	0.3982366621	0.0001021903	0.0013839260
2	0.5905835032	0.4125129879	0.0005424136	0.0006347818
3	0.5911560059	0.4091673493	0.0000515058	0.0007920238
4	0.5939828753	0.4058430195	-0.0000933681	0.0009874917
5	0.5951326489	0.4036445320	0.0004072704	0.0011165877
6	0.6003650427	0.3972785473	0.0009155881	0.0015048473
7	0.6078696847	0.3899100423	0.0012783151	0.0020594802
8	0.6108626723	0.3880775869	0.0029421854	0.0022017946
9	0.6172774434	0.3787262738	0.0028639801	0.0029952182
10	0.6280127168	0.3652058542	0.0040535759	0.0043713613
11	0.6322814226	0.3604258597	0.0046211691	0.0050454140
12	0.6396160126	0.3560825586	0.0073809759	0.0055870493
13	0.6483014226	0.3446766734	0.0074276598	0.0072225039
14	0.6562318206	0.3350111842	0.0097130435	0.0084299380
15	0.6646103859	0.3188055754	0.0088383434	0.0112415683
16	0.6704627872	0.3108819723	0.0091153001	0.0125764264
17	0.6847366691	0.2986421883	0.0127107184	0.0149983335
18	0.6970065832	0.2809818089	0.0129722543	0.0188598614
19	0.7078913450	0.2678271830	0.0153143043	0.0216829404
20	0.7147012949	0.2516660690	0.0144766429	0.0253748484
21	0.7218821049	0.2374834120	0.0154329725	0.0285116173
22	0.7382946610	0.2211530656	0.0200590715	0.0326395854
23	0.7518487573	0.2133648694	0.0254202392	0.0345895700
24	0.7666887641	0.2029696852	0.0305872001	0.0374633856
25	0.7792301774	0.1922778785	0.0345821120	0.0401482210
26	0.7907344103	0.1816093028	0.0384330079	0.0428273231
27	0.8139556050	0.1599696726	0.0470656417	0.0491323099
28	0.8269601464	0.1401746571	0.0506067649	0.0545421392
29	0.8626434803	0.1052401289	0.0640812442	0.0649236590
30	0.9234647155	0.0733187571	0.1027751192	0.0733006001
31	0.9675301313	0.0462500341	0.1378441006	0.0758647770
